 ,Area,Mean,Min,Max
1000,128,255,255,255
1001,66,255,255,255
1002,62,255,255,255
1003,79,255,255,255
1004,55,255,255,255
1005,60,255,255,255
1006,96,255,255,255
1007,323,255,255,255
1008,94,255,255,255
1009,112,255,255,255
1010,68,255,255,255
1011,93,255,255,255
1012,65,255,255,255
1013,133,255,255,255
1014,69,255,255,255
1015,55,255,255,255
1016,133,255,255,255
1017,70,255,255,255
1018,83,255,255,255
1019,50,255,255,255
1020,58,255,255,255
1021,120,255,255,255
1022,58,255,255,255
1023,92,255,255,255
1024,77,255,255,255
1025,101,255,255,255
1026,68,255,255,255
1027,53,255,255,255
1028,82,255,255,255
1029,56,255,255,255
1030,63,255,255,255
1031,114,255,255,255
1032,94,255,255,255
1033,64,255,255,255
1034,116,255,255,255
1035,55,255,255,255
1036,177,255,255,255
1037,107,255,255,255
1038,102,255,255,255
1039,76,255,255,255
1040,56,255,255,255
1041,63,255,255,255
1042,62,255,255,255
1043,57,255,255,255
1044,163,255,255,255
1045,57,255,255,255
1046,129,255,255,255
1047,250,255,255,255
1048,137,255,255,255
1049,84,255,255,255
1050,76,255,255,255
1051,93,255,255,255
1052,67,255,255,255
1053,83,255,255,255
1054,155,255,255,255
1055,58,255,255,255
1056,51,255,255,255
1057,65,255,255,255
1058,54,255,255,255
1059,51,255,255,255
1060,109,255,255,255
1061,70,255,255,255
1062,62,255,255,255
1063,80,255,255,255
1064,70,255,255,255
1065,57,255,255,255
1066,51,255,255,255
1067,88,255,255,255
1068,67,255,255,255
1069,81,255,255,255
1070,54,255,255,255
1071,50,255,255,255
1072,66,255,255,255
1073,74,255,255,255
1074,145,255,255,255
1075,90,255,255,255
1076,55,255,255,255
1077,149,255,255,255
1078,122,255,255,255
1079,53,255,255,255
1080,125,255,255,255
1081,177,255,255,255
1082,51,255,255,255
1083,133,255,255,255
1084,261,255,255,255
1085,72,255,255,255
1086,86,255,255,255
1087,134,255,255,255
1088,86,255,255,255
1089,115,255,255,255
1090,65,255,255,255
1091,125,255,255,255
1092,129,255,255,255
1093,77,255,255,255
1094,74,255,255,255
1095,161,255,255,255
1096,72,255,255,255
1097,54,255,255,255
1098,53,255,255,255
1099,128,255,255,255
1100,63,255,255,255
1101,50,255,255,255
1102,59,255,255,255
1103,109,255,255,255
1104,249,255,255,255
1105,62,255,255,255
1106,135,255,255,255
1107,53,255,255,255
1108,116,255,255,255
1109,109,255,255,255
1110,110,255,255,255
1111,55,255,255,255
1112,63,255,255,255
1113,173,255,255,255
1114,79,255,255,255
1115,95,255,255,255
1116,93,255,255,255
1117,195,255,255,255
1118,63,255,255,255
1119,50,255,255,255
1120,57,255,255,255
1121,80,255,255,255
1122,142,255,255,255
1123,84,255,255,255
1124,77,255,255,255
1125,111,255,255,255
1126,140,255,255,255
1127,87,255,255,255
1128,59,255,255,255
1129,93,255,255,255
1130,67,255,255,255
1131,117,255,255,255
1132,51,255,255,255
1133,77,255,255,255
1134,73,255,255,255
1135,81,255,255,255
1136,52,255,255,255
1137,160,255,255,255
1138,109,255,255,255
1139,57,255,255,255
1140,139,255,255,255
1141,578,255,255,255
1142,66,255,255,255
1143,102,255,255,255
1144,76,255,255,255
1145,138,255,255,255
1146,255,255,255,255
1147,61,255,255,255
1148,121,255,255,255
1149,72,255,255,255
1150,60,255,255,255
1151,139,255,255,255
1152,76,255,255,255
1153,60,255,255,255
1154,66,255,255,255
1155,54,255,255,255
1156,73,255,255,255
1157,73,255,255,255
1158,110,255,255,255
1159,56,255,255,255
1160,62,255,255,255
1161,50,255,255,255
1162,64,255,255,255
1163,187,255,255,255
1164,50,255,255,255
1165,61,255,255,255
1166,111,255,255,255
1167,77,255,255,255
1168,53,255,255,255
1169,50,255,255,255
1170,66,255,255,255
1171,114,255,255,255
1172,91,255,255,255
1173,120,255,255,255
1174,91,255,255,255
1175,71,255,255,255
1176,137,255,255,255
1177,100,255,255,255
1178,86,255,255,255
1179,67,255,255,255
1180,64,255,255,255
1181,90,255,255,255
1182,56,255,255,255
1183,53,255,255,255
1184,72,255,255,255
1185,93,255,255,255
1186,162,255,255,255
1187,64,255,255,255
1188,53,255,255,255
1189,131,255,255,255
1190,143,255,255,255
1191,72,255,255,255
1192,52,255,255,255
1193,116,255,255,255
1194,93,255,255,255
1195,176,255,255,255
1196,52,255,255,255
1197,98,255,255,255
1198,51,255,255,255
1199,84,255,255,255
1200,58,255,255,255
1201,359,255,255,255
1202,88,255,255,255
1203,62,255,255,255
1204,60,255,255,255
1205,74,255,255,255
1206,93,255,255,255
1207,102,255,255,255
1208,65,255,255,255
1209,202,255,255,255
1210,70,255,255,255
1211,128,255,255,255
1212,93,255,255,255
1213,61,255,255,255
1214,90,255,255,255
1215,54,255,255,255
1216,55,255,255,255
1217,120,255,255,255
1218,67,255,255,255
1219,164,255,255,255
1220,99,255,255,255
1221,57,255,255,255
1222,57,255,255,255
1223,55,255,255,255
1224,62,255,255,255
1225,54,255,255,255
1226,61,255,255,255
1227,70,255,255,255
1228,69,255,255,255
1229,141,255,255,255
1230,80,255,255,255
1231,81,255,255,255
1232,54,255,255,255
1233,58,255,255,255
1234,90,255,255,255
1235,56,255,255,255
1236,56,255,255,255
1237,58,255,255,255
1238,69,255,255,255
1239,76,255,255,255
1240,78,255,255,255
1241,95,255,255,255
1242,56,255,255,255
1243,52,255,255,255
1244,88,255,255,255
1245,64,255,255,255
1246,131,255,255,255
1247,68,255,255,255
1248,102,255,255,255
1249,107,255,255,255
1250,85,255,255,255
1251,60,255,255,255
1252,73,255,255,255
1253,71,255,255,255
1254,127,255,255,255
1255,144,255,255,255
1256,65,255,255,255
1257,65,255,255,255
1258,163,255,255,255
1259,69,255,255,255
1260,144,255,255,255
1261,221,255,255,255
1262,200,255,255,255
1263,72,255,255,255
1264,138,255,255,255
1265,93,255,255,255
1266,64,255,255,255
1267,63,255,255,255
1268,106,255,255,255
1269,79,255,255,255
1270,91,255,255,255
1271,53,255,255,255
1272,150,255,255,255
1273,100,255,255,255
1274,65,255,255,255
1275,75,255,255,255
1276,77,255,255,255
1277,152,255,255,255
1278,387,255,255,255
1279,120,255,255,255
1280,133,255,255,255
1281,98,255,255,255
1282,127,255,255,255
1283,54,255,255,255
1284,186,255,255,255
1285,100,255,255,255
1286,63,255,255,255
1287,131,255,255,255
1288,54,255,255,255
1289,55,255,255,255
1290,95,255,255,255
1291,92,255,255,255
1292,82,255,255,255
1293,135,255,255,255
1294,65,255,255,255
1295,53,255,255,255
1296,111,255,255,255
1297,84,255,255,255
1298,201,255,255,255
1299,52,255,255,255
1300,85,255,255,255
1301,54,255,255,255
1302,51,255,255,255
1303,74,255,255,255
1304,54,255,255,255
1305,138,255,255,255
1306,69,255,255,255
1307,109,255,255,255
1308,176,255,255,255
1309,54,255,255,255
1310,69,255,255,255
1311,87,255,255,255
1312,92,255,255,255
1313,66,255,255,255
1314,53,255,255,255
1315,58,255,255,255
1316,69,255,255,255
1317,53,255,255,255
1318,96,255,255,255
1319,74,255,255,255
1320,116,255,255,255
1321,73,255,255,255
1322,101,255,255,255
1323,64,255,255,255
1324,74,255,255,255
1325,87,255,255,255
1326,62,255,255,255
1327,273,255,255,255
1328,162,255,255,255
1329,70,255,255,255
1330,71,255,255,255
1331,77,255,255,255
1332,104,255,255,255
1333,57,255,255,255
1334,87,255,255,255
1335,221,255,255,255
1336,61,255,255,255
1337,114,255,255,255
1338,101,255,255,255
1339,72,255,255,255
1340,73,255,255,255
1341,71,255,255,255
1342,68,255,255,255
1343,88,255,255,255
1344,117,255,255,255
1345,95,255,255,255
1346,94,255,255,255
1347,88,255,255,255
1348,57,255,255,255
1349,141,255,255,255
1350,64,255,255,255
1351,82,255,255,255
1352,54,255,255,255
1353,239,255,255,255
1354,378,255,255,255
1355,51,255,255,255
1356,268,255,255,255
1357,124,255,255,255
1358,52,255,255,255
1359,81,255,255,255
1360,275,255,255,255
1361,639,255,255,255
1362,64,255,255,255
1363,231,255,255,255
1364,170,255,255,255
1365,97,255,255,255
1366,121,255,255,255
1367,52,255,255,255
1368,164,255,255,255
1369,252,255,255,255
1370,53,255,255,255
1371,65,255,255,255
1372,129,255,255,255
1373,52,255,255,255
1374,53,255,255,255
1375,108,255,255,255
1376,353,255,255,255
1377,94,255,255,255
1378,76,255,255,255
1379,88,255,255,255
1380,227,255,255,255
1381,57,255,255,255
1382,221,255,255,255
1383,131,255,255,255
1384,50,255,255,255
1385,97,255,255,255
1386,80,255,255,255
1387,70,255,255,255
1388,59,255,255,255
1389,54,255,255,255
1390,64,255,255,255
1391,60,255,255,255
1392,85,255,255,255
1393,82,255,255,255
1394,61,255,255,255
1395,65,255,255,255
1396,104,255,255,255
1397,157,255,255,255
1398,156,255,255,255
1399,50,255,255,255
1400,90,255,255,255
1401,97,255,255,255
1402,68,255,255,255
1403,55,255,255,255
1404,153,255,255,255
1405,59,255,255,255
1406,172,255,255,255
1407,71,255,255,255
1408,169,255,255,255
1409,126,255,255,255
1410,93,255,255,255
1411,80,255,255,255
1412,68,255,255,255
1413,74,255,255,255
1414,74,255,255,255
1415,72,255,255,255
1416,66,255,255,255
1417,66,255,255,255
1418,195,255,255,255
1419,68,255,255,255
1420,169,255,255,255
1421,55,255,255,255
1422,225,255,255,255
1423,70,255,255,255
1424,54,255,255,255
1425,53,255,255,255
1426,59,255,255,255
1427,56,255,255,255
1428,52,255,255,255
1429,54,255,255,255
1430,58,255,255,255
1431,99,255,255,255
1432,125,255,255,255
1433,80,255,255,255
1434,90,255,255,255
1435,106,255,255,255
1436,166,255,255,255
1437,230,255,255,255
1438,66,255,255,255
1439,95,255,255,255
1440,107,255,255,255
1441,139,255,255,255
1442,93,255,255,255
1443,291,255,255,255
1444,101,255,255,255
1445,53,255,255,255
1446,85,255,255,255
1447,73,255,255,255
1448,126,255,255,255
1449,52,255,255,255
1450,121,255,255,255
1451,173,255,255,255
1452,60,255,255,255
1453,237,255,255,255
1454,85,255,255,255
1455,70,255,255,255
1456,57,255,255,255
1457,103,255,255,255
1458,194,255,255,255
1459,72,255,255,255
1460,143,255,255,255
1461,138,255,255,255
1462,83,255,255,255
1463,58,255,255,255
1464,53,255,255,255
1465,85,255,255,255
1466,108,255,255,255
1467,50,255,255,255
1468,101,255,255,255
1469,61,255,255,255
1470,101,255,255,255
1471,94,255,255,255
1472,54,255,255,255
1473,52,255,255,255
1474,143,255,255,255
1475,58,255,255,255
1476,57,255,255,255
1477,67,255,255,255
1478,51,255,255,255
1479,53,255,255,255
1480,72,255,255,255
1481,101,255,255,255
1482,110,255,255,255
1483,123,255,255,255
1484,155,255,255,255
1485,145,255,255,255
1486,76,255,255,255
1487,75,255,255,255
1488,88,255,255,255
1489,90,255,255,255
1490,109,255,255,255
1491,52,255,255,255
1492,73,255,255,255
1493,74,255,255,255
1494,54,255,255,255
1495,72,255,255,255
1496,59,255,255,255
1497,146,255,255,255
1498,104,255,255,255
1499,72,255,255,255
1500,77,255,255,255
1501,67,255,255,255
1502,50,255,255,255
1503,76,255,255,255
1504,133,255,255,255
1505,66,255,255,255
1506,181,255,255,255
1507,211,255,255,255
1508,150,255,255,255
1509,117,255,255,255
1510,53,255,255,255
1511,129,255,255,255
1512,84,255,255,255
1513,68,255,255,255
1514,66,255,255,255
1515,81,255,255,255
1516,56,255,255,255
1517,59,255,255,255
1518,65,255,255,255
1519,145,255,255,255
1520,56,255,255,255
1521,115,255,255,255
1522,183,255,255,255
1523,76,255,255,255
1524,119,255,255,255
1525,62,255,255,255
1526,91,255,255,255
1527,77,255,255,255
1528,215,255,255,255
1529,59,255,255,255
1530,101,255,255,255
1531,85,255,255,255
1532,119,255,255,255
1533,56,255,255,255
1534,349,255,255,255
1535,296,255,255,255
1536,58,255,255,255
1537,51,255,255,255
1538,110,255,255,255
1539,104,255,255,255
1540,114,255,255,255
1541,92,255,255,255
1542,132,255,255,255
1543,127,255,255,255
1544,66,255,255,255
1545,164,255,255,255
1546,74,255,255,255
1547,59,255,255,255
1548,94,255,255,255
1549,55,255,255,255
1550,112,255,255,255
1551,113,255,255,255
1552,108,255,255,255
1553,159,255,255,255
1554,53,255,255,255
1555,132,255,255,255
1556,67,255,255,255
1557,100,255,255,255
1558,125,255,255,255
1559,472,255,255,255
1560,50,255,255,255
1561,125,255,255,255
1562,63,255,255,255
1563,174,255,255,255
1564,54,255,255,255
1565,59,255,255,255
1566,87,255,255,255
1567,88,255,255,255
1568,128,255,255,255
1569,180,255,255,255
1570,83,255,255,255
1571,60,255,255,255
1572,105,255,255,255
1573,62,255,255,255
1574,59,255,255,255
1575,246,255,255,255
1576,136,255,255,255
1577,63,255,255,255
1578,53,255,255,255
1579,96,255,255,255
1580,52,255,255,255
1581,79,255,255,255
1582,228,255,255,255
1583,63,255,255,255
1584,109,255,255,255
1585,89,255,255,255
1586,50,255,255,255
1587,101,255,255,255
1588,68,255,255,255
1589,63,255,255,255
1590,71,255,255,255
1591,63,255,255,255
1592,209,255,255,255
1593,119,255,255,255
1594,389,255,255,255
1595,74,255,255,255
1596,96,255,255,255
1597,50,255,255,255
1598,50,255,255,255
1599,106,255,255,255
1600,73,255,255,255
1601,83,255,255,255
1602,100,255,255,255
1603,108,255,255,255
1604,64,255,255,255
1605,384,255,255,255
1606,330,255,255,255
1607,71,255,255,255
1608,68,255,255,255
1609,66,255,255,255
1610,54,255,255,255
1611,59,255,255,255
1612,81,255,255,255
1613,90,255,255,255
1614,55,255,255,255
1615,61,255,255,255
1616,75,255,255,255
1617,68,255,255,255
1618,104,255,255,255
1619,150,255,255,255
1620,98,255,255,255
1621,75,255,255,255
1622,57,255,255,255
1623,85,255,255,255
1624,52,255,255,255
1625,86,255,255,255
1626,96,255,255,255
1627,188,255,255,255
1628,76,255,255,255
1629,234,255,255,255
1630,111,255,255,255
1631,61,255,255,255
1632,53,255,255,255
1633,83,255,255,255
1634,59,255,255,255
1635,101,255,255,255
1636,95,255,255,255
1637,78,255,255,255
1638,98,255,255,255
1639,68,255,255,255
1640,223,255,255,255
1641,96,255,255,255
1642,60,255,255,255
1643,63,255,255,255
1644,73,255,255,255
1645,53,255,255,255
1646,60,255,255,255
1647,62,255,255,255
1648,84,255,255,255
1649,165,255,255,255
1650,71,255,255,255
1651,52,255,255,255
1652,73,255,255,255
1653,114,255,255,255
1654,105,255,255,255
1655,52,255,255,255
1656,103,255,255,255
1657,78,255,255,255
1658,82,255,255,255
1659,53,255,255,255
1660,156,255,255,255
1661,80,255,255,255
1662,58,255,255,255
1663,57,255,255,255
1664,134,255,255,255
1665,90,255,255,255
1666,157,255,255,255
1667,65,255,255,255
1668,54,255,255,255
1669,100,255,255,255
1670,62,255,255,255
1671,96,255,255,255
1672,50,255,255,255
1673,1484,255,255,255
1674,53,255,255,255
1675,67,255,255,255
1676,67,255,255,255
1677,256,255,255,255
1678,77,255,255,255
1679,111,255,255,255
1680,157,255,255,255
1681,76,255,255,255
1682,62,255,255,255
1683,111,255,255,255
1684,152,255,255,255
1685,50,255,255,255
1686,228,255,255,255
1687,76,255,255,255
1688,83,255,255,255
1689,68,255,255,255
1690,140,255,255,255
1691,65,255,255,255
1692,246,255,255,255
1693,60,255,255,255
1694,51,255,255,255
1695,54,255,255,255
1696,150,255,255,255
1697,52,255,255,255
1698,157,255,255,255
1699,58,255,255,255
1700,101,255,255,255
1701,92,255,255,255
1702,62,255,255,255
1703,69,255,255,255
1704,53,255,255,255
1705,66,255,255,255
1706,85,255,255,255
1707,84,255,255,255
1708,64,255,255,255
1709,139,255,255,255
1710,53,255,255,255
1711,56,255,255,255
1712,77,255,255,255
1713,91,255,255,255
1714,115,255,255,255
1715,115,255,255,255
1716,63,255,255,255
1717,50,255,255,255
1718,53,255,255,255
1719,50,255,255,255
1720,53,255,255,255
1721,112,255,255,255
1722,156,255,255,255
1723,87,255,255,255
1724,176,255,255,255
1725,50,255,255,255
1726,190,255,255,255
1727,62,255,255,255
1728,60,255,255,255
1729,80,255,255,255
1730,152,255,255,255
1731,55,255,255,255
1732,420,255,255,255
1733,56,255,255,255
1734,86,255,255,255
1735,114,255,255,255
1736,219,255,255,255
1737,193,255,255,255
1738,88,255,255,255
1739,64,255,255,255
1740,384,255,255,255
1741,240,255,255,255
1742,53,255,255,255
1743,172,255,255,255
1744,104,255,255,255
1745,371,255,255,255
1746,55,255,255,255
1747,61,255,255,255
1748,96,255,255,255
1749,72,255,255,255
1750,55,255,255,255
1751,95,255,255,255
1752,91,255,255,255
1753,112,255,255,255
1754,78,255,255,255
1755,133,255,255,255
1756,50,255,255,255
1757,72,255,255,255
1758,57,255,255,255
1759,53,255,255,255
1760,50,255,255,255
1761,60,255,255,255
1762,132,255,255,255
1763,58,255,255,255
1764,82,255,255,255
1765,400,255,255,255
1766,86,255,255,255
1767,198,255,255,255
1768,59,255,255,255
1769,62,255,255,255
1770,244,255,255,255
1771,52,255,255,255
1772,87,255,255,255
1773,74,255,255,255
1774,112,255,255,255
1775,143,255,255,255
1776,66,255,255,255
1777,64,255,255,255
1778,52,255,255,255
1779,62,255,255,255
1780,52,255,255,255
1781,69,255,255,255
1782,75,255,255,255
1783,73,255,255,255
1784,70,255,255,255
1785,57,255,255,255
1786,82,255,255,255
1787,64,255,255,255
1788,52,255,255,255
1789,56,255,255,255
1790,52,255,255,255
1791,147,255,255,255
1792,58,255,255,255
1793,57,255,255,255
1794,55,255,255,255
1795,99,255,255,255
1796,60,255,255,255
1797,67,255,255,255
1798,90,255,255,255
1799,50,255,255,255
1800,66,255,255,255
1801,59,255,255,255
1802,146,255,255,255
1803,103,255,255,255
1804,63,255,255,255
1805,75,255,255,255
1806,76,255,255,255
1807,63,255,255,255
1808,92,255,255,255
1809,73,255,255,255
1810,68,255,255,255
1811,54,255,255,255
1812,59,255,255,255
1813,54,255,255,255
1814,298,255,255,255
1815,88,255,255,255
1816,51,255,255,255
1817,69,255,255,255
1818,85,255,255,255
1819,58,255,255,255
1820,82,255,255,255
1821,88,255,255,255
1822,60,255,255,255
1823,53,255,255,255
1824,163,255,255,255
1825,113,255,255,255
1826,97,255,255,255
1827,67,255,255,255
1828,51,255,255,255
1829,50,255,255,255
1830,63,255,255,255
1831,53,255,255,255
1832,107,255,255,255
1833,85,255,255,255
1834,55,255,255,255
1835,356,255,255,255
1836,53,255,255,255
1837,89,255,255,255
1838,51,255,255,255
1839,56,255,255,255
1840,91,255,255,255
1841,52,255,255,255
1842,81,255,255,255
1843,80,255,255,255
1844,74,255,255,255
1845,109,255,255,255
1846,67,255,255,255
1847,61,255,255,255
1848,78,255,255,255
1849,71,255,255,255
1850,53,255,255,255
1851,71,255,255,255
1852,123,255,255,255
1853,63,255,255,255
1854,143,255,255,255
1855,75,255,255,255
1856,89,255,255,255
1857,129,255,255,255
1858,64,255,255,255
1859,72,255,255,255
1860,50,255,255,255
1861,74,255,255,255
1862,151,255,255,255
1863,57,255,255,255
1864,91,255,255,255
1865,60,255,255,255
1866,168,255,255,255
1867,75,255,255,255
1868,63,255,255,255
1869,51,255,255,255
1870,96,255,255,255
1871,66,255,255,255
1872,53,255,255,255
1873,57,255,255,255
1874,58,255,255,255
1875,97,255,255,255
1876,172,255,255,255
1877,58,255,255,255
1878,59,255,255,255
1879,136,255,255,255
1880,87,255,255,255
1881,78,255,255,255
1882,51,255,255,255
1883,53,255,255,255
1884,65,255,255,255
1885,62,255,255,255
1886,57,255,255,255
1887,88,255,255,255
1888,99,255,255,255
1889,67,255,255,255
1890,176,255,255,255
1891,75,255,255,255
1892,61,255,255,255
1893,56,255,255,255
1894,100,255,255,255
1895,122,255,255,255
1896,50,255,255,255
1897,119,255,255,255
1898,52,255,255,255
1899,226,255,255,255
1900,284,255,255,255
1901,71,255,255,255
1902,89,255,255,255
1903,76,255,255,255
1904,51,255,255,255
1905,68,255,255,255
1906,107,255,255,255
1907,115,255,255,255
1908,73,255,255,255
1909,85,255,255,255
1910,76,255,255,255
1911,224,255,255,255
1912,106,255,255,255
1913,50,255,255,255
1914,69,255,255,255
1915,124,255,255,255
1916,70,255,255,255
1917,68,255,255,255
1918,71,255,255,255
1919,121,255,255,255
1920,73,255,255,255
1921,168,255,255,255
1922,108,255,255,255
1923,72,255,255,255
1924,220,255,255,255
1925,75,255,255,255
1926,60,255,255,255
1927,119,255,255,255
1928,100,255,255,255
1929,105,255,255,255
1930,70,255,255,255
1931,177,255,255,255
1932,53,255,255,255
1933,50,255,255,255
1934,109,255,255,255
1935,58,255,255,255
1936,132,255,255,255
1937,57,255,255,255
1938,80,255,255,255
1939,50,255,255,255
1940,284,255,255,255
1941,54,255,255,255
1942,89,255,255,255
1943,67,255,255,255
1944,159,255,255,255
1945,94,255,255,255
1946,121,255,255,255
1947,50,255,255,255
1948,91,255,255,255
1949,110,255,255,255
